id_tracking_student,NIM,id_tracking_company,student_name,internship_semester,company,position,jenis_penempatan,progress_student,last_update,rejection
TS17366,202124119,TC4988,Eka Ramadhan,7,CV Bina Abadi,Copywriter,Magang,FU 2,2023-11-05,On Progress
TS17367,202312997,TC4988,Taufik Firdaus,3,CV Bina Abadi,Copywriter,Magang,Rejected,2023-12-13,Rejection Interview User
TS17368,20215932,TC4988,Maulana Pratama,6,CV Bina Abadi,Copywriter,Magang,Placement,2023-11-12,Placement
TS17369,20223440,TC4989,Oscar Hartono,3,PT Cakra Perkasa,IT Support,Magang,Ghosting,2024-04-11,Ghosting
TS17370,20226216,TC4989,Vino Adriansyah,4,PT Cakra Perkasa,IT Support,Magang,Interview User,2024-03-02,On Progress
TS17371,202316347,TC4989,Galih Pangestu,2,PT Cakra Perkasa,IT Support,Magang,Placement,2024-04-13,Placement
TS17372,20235956,TC4990,Tiara Firmansyah,2,CV Indo Makmur,Frontend Developer,Magang,Study Case,2023-12-01,On Progress
TS17373,202124244,TC4990,Gibran Handayani,5,CV Indo Makmur,Frontend Developer,Magang,Rejected,2023-12-06,Rejection Final Interview
TS17374,20233022,TC4990,Sinta Suryadi,2,CV Indo Makmur,Frontend Developer,Magang,Finish,2023-12-23,Rejection Screening CV
TS17375,202319199,TC4990,Bima Pangestu,2,CV Indo Makmur,Frontend Developer,Magang,Placement,2024-01-03,Placement
TS17376,20227516,TC4991,Laila Handayani,5,CV Bangkit Perkasa,Customer Service Intern,Magang,Interview User,2023-12-26,On Progress
TS17377,202116941,TC4991,Maya Adriansyah,5,CV Bangkit Perkasa,Customer Service Intern,Magang,Rejected,2023-12-08,Rejection Screening CV
TS17378,202118602,TC4991,Isna Pangestu,7,CV Bangkit Perkasa,Customer Service Intern,Magang,Rejected,2024-01-26,Rejection Screening CV
TS17379,202116271,TC4991,Bagus Oktaviani,6,CV Bangkit Perkasa,Customer Service Intern,Magang,Study Case,2023-12-06,On Progress
TS17380,20226994,TC4991,Hana Santoso,4,CV Bangkit Perkasa,Customer Service Intern,Magang,Rejected,2024-02-11,Rejection Interview User
TS17381,201920994,TC4992,Muhammad Syahputra,9,CV Indo Bangsa,Software Developer,Magang,Interview User,2024-03-07,On Progress
TS17382,20216361,TC4992,Joko Santoso,6,CV Indo Bangsa,Software Developer,Magang,Finish,2024-04-13,Placement
TS17383,20229129,TC4992,Irfan Suryadi,4,CV Indo Bangsa,Software Developer,Magang,FU 1,2024-03-07,On Progress
TS17384,20223904,TC4993,Zaki Syahputra,4,CV Nusa Bersama,Data Analyst,Magang,Placement,2023-10-30,Placement
TS17385,20213530,TC4993,Ivan Wibowo,6,CV Nusa Bersama,Data Analyst,Magang,FU 1,2023-10-07,On Progress
TS17386,20227323,TC4994,Gibran Lestari,5,PT Mitra Digital,UI/UX Designer,Magang,Rejected,2024-01-07,Rejection Interview User
TS17387,20225690,TC4994,Bima Ningsih,3,PT Mitra Digital,UI/UX Designer,Magang,Rejected,2024-02-01,Rejection Final Interview
TS17388,20207771,TC4994,Lina Sari,9,PT Mitra Digital,UI/UX Designer,Magang,Finish,2024-03-31,On Progress
TS17389,20224354,TC4994,Kirana Handayani,4,PT Mitra Digital,UI/UX Designer,Magang,Interview User,2024-01-18,On Progress
TS17390,20214101,TC4994,Lina Nugroho,7,PT Mitra Digital,UI/UX Designer,Magang,FU 2,2024-01-25,On Progress
TS17391,202213954,TC4994,Januar Safitri,3,PT Mitra Digital,UI/UX Designer,Magang,Ghosting,2024-02-14,Ghosting
TS17392,201923172,TC4995,Rafi Kurniawan,9,CV Jaya Cerdas,Network Engineer Intern,Magang,Interview User,2023-10-25,On Progress
TS17393,202112777,TC4995,Aldi Budiman,7,CV Jaya Cerdas,Network Engineer Intern,Magang,Ghosting,2023-12-15,Ghosting
TS17394,20210128,TC4995,Ika Cahyani,6,CV Jaya Cerdas,Network Engineer Intern,Magang,Final Interview,2023-11-23,On Progress
TS17395,202116543,TC4995,Nanda Putra,5,CV Jaya Cerdas,Network Engineer Intern,Magang,Rejected,2023-11-05,Rejection Screening CV
TS17396,20222963,TC4996,Mega Suryadi,5,CV Sukses Data,Mechanical Engineer Intern,Magang,Final Interview,2024-02-21,On Progress
TS17397,202016621,TC4996,Bayu Safitri,9,CV Sukses Data,Mechanical Engineer Intern,Magang,Interview User,2024-02-02,On Progress
TS17398,202110567,TC4996,Salma Fitriani,5,CV Sukses Data,Mechanical Engineer Intern,Magang,FU 1,2024-02-03,On Progress
TS17399,20228884,TC4997,Nurul Handoko,5,PT Techno Bangsa,IT Support,Magang,Interview User,2024-01-27,On Progress
TS17400,202017616,TC4997,Qonita Putra,7,PT Techno Bangsa,IT Support,Magang,Finish,2024-03-26,On Progress
TS17401,202021017,TC4997,Fajar Ardiansyah,8,PT Techno Bangsa,IT Support,Magang,Finish,2024-03-31,On Progress
TS17402,202115802,TC4997,Bella Adriansyah,5,PT Techno Bangsa,IT Support,Magang,Rejected,2024-02-22,Rejection Screening CV
TS17403,202221218,TC4997,Rendy Ningsih,4,PT Techno Bangsa,IT Support,Magang,Study Case,2024-01-26,On Progress
TS17404,202315451,TC4998,Yuni Ningsih,3,PT Techno Bersama,Supply Chain Analyst,Magang,Rejected,2023-09-22,Rejection Interview User
TS17405,20226944,TC4998,Eka Maulana,4,PT Techno Bersama,Supply Chain Analyst,Magang,Placement,2023-10-07,Placement
TS17406,202312324,TC4998,Nadia Suryadi,2,PT Techno Bersama,Supply Chain Analyst,Magang,Rejected,2023-10-15,Rejection Study Case
TS17407,202313913,TC4998,Erlangga Hakim,2,PT Techno Bersama,Supply Chain Analyst,Magang,Rejected,2023-08-08,Rejection Interview User
TS17408,202113729,TC4999,Irfan Saputra,5,CV Bumi Analitika,DevOps Engineer,Part-time,Rejected,2024-04-08,Rejection Interview User
TS17409,20231640,TC4999,Irfan Wardani,2,CV Bumi Analitika,DevOps Engineer,Part-time,Finish,2024-01-23,Rejection Interview User
TS17410,202219230,TC4999,Prita Ningsih,5,CV Bumi Analitika,DevOps Engineer,Part-time,Interview User,2024-02-27,On Progress
TS17411,202220684,TC4999,Maulana Gunawan,4,CV Bumi Analitika,DevOps Engineer,Part-time,FU 2,2024-02-10,On Progress
TS17412,20231814,TC5000,Riska Budiman,3,PT Inti Logistik,Mechanical Engineer Intern,Magang,Interview User,2023-11-17,On Progress
TS17413,202314111,TC5000,Galih Adriansyah,3,PT Inti Logistik,Mechanical Engineer Intern,Magang,CDC Briefing Student,2023-11-08,On Progress
TS17414,20201320,TC5000,Ratna Ningsih,9,PT Inti Logistik,Mechanical Engineer Intern,Magang,FU 2,2023-11-28,On Progress
TS17415,202124613,TC5000,Aditya Wibowo,7,PT Inti Logistik,Mechanical Engineer Intern,Magang,Placement,2023-12-17,Placement
TS17416,202314983,TC5001,Januar Wibowo,2,CV Inti Utama,Research Assistant,Magang,Selecting Student by Company,2023-11-19,On Progress
TS17417,20219978,TC5001,Teguh Prasetya,7,CV Inti Utama,Research Assistant,Magang,Rejected,2023-12-18,Rejection Study Case
TS17418,202312986,TC5001,Anggi Hidayat,3,CV Inti Utama,Research Assistant,Magang,Placement,2024-01-08,Placement
TS17419,201921984,TC5001,Prita Prasetya,11,CV Inti Utama,Research Assistant,Magang,Interview User,2023-12-19,On Progress
TS17420,202222290,TC5001,Pandu Ardiansyah,4,CV Inti Utama,Research Assistant,Magang,CDC Briefing Student,2023-11-25,On Progress
TS17421,202112665,TC5001,Taufik Wulandari,6,CV Inti Utama,Research Assistant,Magang,Finish,2023-12-28,On Progress
TS17422,202112451,TC5002,Dwi Hakim,7,CV Daya Data,Mechanical Engineer Intern,Full-time,FU 1,2023-08-27,On Progress
TS17423,20218787,TC5002,Guntur Oktaviani,6,CV Daya Data,Mechanical Engineer Intern,Full-time,Selecting Student by Company,2023-08-17,On Progress
TS17424,202016382,TC5002,Ratna Wardani,9,CV Daya Data,Mechanical Engineer Intern,Full-time,Final Interview,2023-09-28,On Progress
TS17425,20206406,TC5003,Fitri Maulana,8,PT Bumi Teknologi,Geologist Intern,Part-time,Ghosting,2023-11-23,Ghosting
TS17426,20208289,TC5003,Anisa Cahyani,8,PT Bumi Teknologi,Geologist Intern,Part-time,Placement,2023-10-15,Placement
TS17427,20219971,TC5003,Mira Febriani,7,PT Bumi Teknologi,Geologist Intern,Part-time,Finish,2023-10-05,On Progress
TS17428,202117040,TC5003,Lina Putra,7,PT Bumi Teknologi,Geologist Intern,Part-time,Placement,2023-11-30,Placement
TS17429,20219093,TC5003,Sinta Pratama,6,PT Bumi Teknologi,Geologist Intern,Part-time,Final Interview,2023-10-25,On Progress
TS17430,202018852,TC5003,Arif Wijaya,7,PT Bumi Teknologi,Geologist Intern,Part-time,Rejected,2023-10-02,Rejection Interview User
TS17431,202021593,TC5005,Julia Hartono,7,PT Daya Solusi,Business Development Intern,Part-time,FU 3,2024-02-23,On Progress
TS17432,20193420,TC5005,Indah Wardani,11,PT Daya Solusi,Business Development Intern,Part-time,Finish,2024-04-01,On Progress
TS17433,202116856,TC5005,Ahmad Cahyono,7,PT Daya Solusi,Business Development Intern,Part-time,Interview User,2024-02-26,On Progress
TS17434,20207162,TC5006,Pandu Kurniawan,7,PT Global Konsultan,IT Staff,Magang,Study Case,2023-09-26,On Progress
TS17435,20231761,TC5006,Vina Prasetya,2,PT Global Konsultan,IT Staff,Magang,Placement,2023-11-07,Placement
TS17436,202315569,TC5006,Nanda Safitri,2,PT Global Konsultan,IT Staff,Magang,Interview User,2023-10-12,On Progress
TS17437,20194273,TC5007,Ivan Puspitasari,10,PT Inovasi Media,Business Analyst,Magang,Finish,2024-01-06,On Progress
TS17438,202211357,TC5007,Mega Oktaviani,3,PT Inovasi Media,Business Analyst,Magang,CDC Briefing Student,2023-12-29,On Progress
TS17439,20204548,TC5007,Intan Nugroho,9,PT Inovasi Media,Business Analyst,Magang,Selecting Student by Company,2023-12-17,On Progress
TS17440,201923978,TC5007,Amelia Prabowo,10,PT Inovasi Media,Business Analyst,Magang,FU 1,2023-12-28,On Progress
TS17441,201920052,TC5008,Amelia Pratama,9,CV Andalas Kreatif,Content Creator,Part-time,Rejected,2023-10-29,Rejection Final Interview
TS17442,202214018,TC5008,Farah Ramadhan,4,CV Andalas Kreatif,Content Creator,Part-time,Placement,2023-10-07,Placement
TS17443,20211408,TC5009,Dafa Kusuma,5,CV Sentosa Data,Marketing Intern,Part-time,Placement,2023-12-29,Placement
TS17444,202116261,TC5009,Prasetyo Ramadhan,6,CV Sentosa Data,Marketing Intern,Part-time,Selecting Student by Company,2023-11-01,On Progress
TS17445,202114272,TC5010,Teguh Adriansyah,5,CV Sentosa Solusi,Supply Chain Intern,Magang,Finish,2023-11-27,On Progress
TS17446,20224296,TC5010,Taufik Mahendra,3,CV Sentosa Solusi,Supply Chain Intern,Magang,Study Case,2023-10-23,On Progress
TS17447,20206017,TC5011,Citra Cahyani,8,PT Andalas Digital,Quality Control Staff,Magang,Finish,2023-12-13,Ghosting
TS17448,202217464,TC5011,Isna Prabowo,5,PT Andalas Digital,Quality Control Staff,Magang,Study Case,2023-12-15,On Progress
TS17449,202223480,TC5011,Irfan Kusuma,3,PT Andalas Digital,Quality Control Staff,Magang,Finish,2024-01-16,On Progress
TS17450,202021982,TC5012,Yoga Fitriani,9,CV Nusa Mandiri,Supply Chain Analyst,Magang,Finish,2023-08-22,On Progress
TS17451,202111787,TC5012,Amelia Sari,7,CV Nusa Mandiri,Supply Chain Analyst,Magang,Interview User,2023-09-28,On Progress
TS17452,20235859,TC5012,Ratna Nugraha,2,CV Nusa Mandiri,Supply Chain Analyst,Magang,Final Interview,2023-09-10,On Progress
TS17453,202217505,TC5013,Rizky Maulana,4,PT Sinergi Mandiri,Data Entry Operator,Magang,FU 3,2023-12-31,On Progress
TS17454,201921075,TC5014,Amelia Pangestu,9,PT Inovasi Utama,IT Consultant Intern,Magang,Rejected,2024-01-02,Rejection Study Case
TS17455,202312880,TC5014,Hasna Oktaviani,3,PT Inovasi Utama,IT Consultant Intern,Magang,Placement,2024-01-20,Placement
TS17456,202315271,TC5014,Vina Cahyani,2,PT Inovasi Utama,IT Consultant Intern,Magang,Placement,2024-01-22,Placement
TS17457,202224936,TC5015,Laila Febriani,5,CV Kreasi Karya,HR Intern,Magang,Rejected,2023-12-24,Rejection Screening CV
TS17458,20215461,TC5015,Qori Maulana,7,CV Kreasi Karya,HR Intern,Magang,Rejected,2024-02-03,Rejection Interview User
TS17459,202022372,TC5015,Oscar Ningsih,7,CV Kreasi Karya,HR Intern,Magang,Finish,2024-02-15,Rejection Interview User
TS17460,20232778,TC5016,Indah Ramadhani,2,PT Cipta Digital,Full Stack Developer,Magang,Interview User,2024-01-08,On Progress
TS17461,20220057,TC5016,Tiara Safitri,4,PT Cipta Digital,Full Stack Developer,Magang,Final Interview,2024-02-06,On Progress
TS17462,20219869,TC5016,Aditya Oktaviani,7,PT Cipta Digital,Full Stack Developer,Magang,Finish,2024-01-11,Rejection Interview User
TS17463,202111257,TC5016,Lestari Ramadhani,7,PT Cipta Digital,Full Stack Developer,Magang,Ghosting,2024-02-09,Ghosting
TS17464,20223358,TC5016,Tasya Prabowo,4,PT Cipta Digital,Full Stack Developer,Magang,FU 2,2024-01-09,On Progress
TS17465,201920452,TC5016,Ulfa Gunawan,10,PT Cipta Digital,Full Stack Developer,Magang,Finish,2024-02-25,On Progress
TS17466,20202592,TC5017,Rendy Budiman,8,PT Mandiri Media,Data Analyst,Magang,Final Interview,2024-03-08,On Progress
TS17467,202218003,TC5017,Arif Pratama,3,PT Mandiri Media,Data Analyst,Magang,Rejected,2024-03-20,Rejection Interview User
TS17468,20200749,TC5017,Dimas Ardiansyah,8,PT Mandiri Media,Data Analyst,Magang,CDC Briefing Student,2024-02-25,On Progress
TS17469,202010309,TC5017,Julia Nugroho,7,PT Mandiri Media,Data Analyst,Magang,Final Interview,2024-03-25,On Progress
TS17470,202116914,TC5018,Aditya Syahputra,5,PT Cakra Bersama,IT Support,Magang,CDC Briefing Student,2024-02-17,On Progress
TS17471,20202087,TC5018,Citra Wardani,8,PT Cakra Bersama,IT Support,Magang,Rejected,2024-03-15,Rejection Screening CV
TS17472,20233932,TC5018,Amelia Ningsih,3,PT Cakra Bersama,IT Support,Magang,Interview User,2024-03-02,On Progress
TS17473,20235956,TC5018,Tiara Firmansyah,2,PT Cakra Bersama,IT Support,Magang,Rejected,2024-02-07,Rejection Study Case
TS17474,202112777,TC5019,Aldi Budiman,7,PT Sentosa Gemilang,Network Engineer Intern,Part-time,FU 3,2024-01-01,On Progress
TS17475,202219650,TC5019,Gilang Hartono,4,PT Sentosa Gemilang,Network Engineer Intern,Part-time,FU 2,2023-12-14,On Progress
TS17476,20235702,TC5019,Dimas Suryadi,2,PT Sentosa Gemilang,Network Engineer Intern,Part-time,FU 3,2023-12-31,On Progress
TS17477,202015273,TC5019,Aldi Adriansyah,7,PT Sentosa Gemilang,Network Engineer Intern,Part-time,Ghosting,2024-01-25,Ghosting
TS17478,20215585,TC5019,Naufal Ramadhan,5,PT Sentosa Gemilang,Network Engineer Intern,Part-time,Rejected,2023-11-23,Rejection Screening CV
TS17479,202216093,TC5020,Citra Adriansyah,4,PT Cakra Karya,Full Stack Developer,Full-time,Rejected,2023-10-01,Rejection Screening CV
TS17480,20192826,TC5020,Vino Budiman,11,PT Cakra Karya,Full Stack Developer,Full-time,Rejected,2023-09-01,Rejection Screening CV
TS17481,202321421,TC5021,Dafa Cahyono,2,PT Sinergi Nusantara,Research Assistant,Magang,Placement,2023-11-13,Placement
TS17482,202224408,TC5021,Aldi Putra,3,PT Sinergi Nusantara,Research Assistant,Magang,Finish,2023-09-17,On Progress
TS17483,20214492,TC5021,Zahra Cahyono,6,PT Sinergi Nusantara,Research Assistant,Magang,Finish,2023-10-03,On Progress
TS17484,20213670,TC5022,Ahmad Suryadi,6,CV Esa Abadi,Visual Merchandiser Intern,Full-time,Rejected,2024-03-08,Rejection Study Case
TS17485,202216320,TC5022,Farel Febriani,5,CV Esa Abadi,Visual Merchandiser Intern,Full-time,CDC Briefing Student,2024-01-26,On Progress
TS17486,202320191,TC5022,Farhan Ningsih,2,CV Esa Abadi,Visual Merchandiser Intern,Full-time,Rejected,2024-01-11,Rejection Study Case
TS17487,202221632,TC5023,Nanda Budiman,3,PT Bangkit Global,Data Entry Operator,Magang,FU 1,2024-01-03,On Progress
TS17488,202210883,TC5023,Taufik Pratama,3,PT Bangkit Global,Data Entry Operator,Magang,Rejected,2024-01-22,Rejection Study Case
TS17489,20197610,TC5023,Oki Firdaus,9,PT Bangkit Global,Data Entry Operator,Magang,FU 2,2024-01-22,On Progress
TS17490,202124044,TC5024,Wahyu Oktaviani,5,PT Bina Solusi,Data Analyst,Magang,Rejected,2023-11-12,Rejection Study Case
TS17491,202222938,TC5024,Dinda Nugraha,5,PT Bina Solusi,Data Analyst,Magang,Ghosting,2023-09-26,Ghosting
TS17492,20217468,TC5024,Qori Kurniawan,7,PT Bina Solusi,Data Analyst,Magang,Placement,2023-10-28,Placement
TS17493,20211091,TC5025,Hana Hakim,5,PT Jaya Solusi,IT Support,Magang,Interview User,2023-12-18,On Progress
TS17494,202110265,TC5025,Anggi Sulistyo,5,PT Jaya Solusi,IT Support,Magang,Finish,2024-01-11,Rejection Interview User
TS17495,20224337,TC5025,Mira Prabowo,3,PT Jaya Solusi,IT Support,Magang,Final Interview,2024-01-13,On Progress
TS17496,202317872,TC5025,Farah Puspitasari,3,PT Jaya Solusi,IT Support,Magang,Placement,2024-02-04,Placement
TS17497,20221053,TC5026,Lestari Wardani,5,PT Nusa Systems,IT Consultant Intern,Part-time,Placement,2024-02-20,Placement
TS17498,202311747,TC5026,Mega Wardani,2,PT Nusa Systems,IT Consultant Intern,Part-time,Finish,2024-03-04,On Progress
TS17499,202114315,TC5026,Januar Handayani,7,PT Nusa Systems,IT Consultant Intern,Part-time,Rejected,2024-02-02,Rejection Final Interview
TS17500,20214643,TC5027,Indah Wulandari,5,PT Sinergi Makmur,Actuarial Analyst Intern,Magang,Rejected,2023-09-22,Rejection Final Interview
TS17501,20219247,TC5027,Rendy Oktaviani,5,PT Sinergi Makmur,Actuarial Analyst Intern,Magang,Rejected,2023-11-01,Rejection Screening CV
TS17502,202111899,TC5027,Lutfia Rahmawati,6,PT Sinergi Makmur,Actuarial Analyst Intern,Magang,Study Case,2023-09-29,On Progress
TS17503,202015021,TC5028,Farah Pangestu,7,PT Sukses Makmur,Business Development Intern,Full-time,Rejected,2024-02-03,Rejection Study Case
TS17504,20233108,TC5028,Ratna Saputra,2,PT Sukses Makmur,Business Development Intern,Full-time,FU 2,2023-12-21,On Progress
TS17505,20220270,TC5028,Hafiz Rahmawati,3,PT Sukses Makmur,Business Development Intern,Full-time,Rejected,2024-02-19,Rejection Final Interview
TS17506,202018871,TC5029,Olivia Hakim,8,CV Inovasi Informatika,Project Coordinator Intern,Part-time,Finish,2023-09-13,Rejection Screening CV
TS17507,202023503,TC5029,Candra Wulandari,8,CV Inovasi Informatika,Project Coordinator Intern,Part-time,Rejected,2023-08-18,Rejection Screening CV
TS17508,202313327,TC5029,Tiara Nugraha,2,CV Inovasi Informatika,Project Coordinator Intern,Part-time,Placement,2023-10-24,Placement
TS17509,202111163,TC5030,Bunga Hartono,5,PT Daya Terapan,Business Analyst,Magang,Rejected,2024-02-29,Rejection Interview User
TS17510,20229570,TC5030,Dian Kusuma,3,PT Daya Terapan,Business Analyst,Magang,Placement,2024-02-13,Placement
TS17511,202020322,TC5030,Mega Puspitasari,7,PT Daya Terapan,Business Analyst,Magang,Placement,2024-03-21,Placement
TS17512,20219792,TC5030,Winda Maulana,6,PT Daya Terapan,Business Analyst,Magang,Rejected,2024-03-14,Rejection Study Case
TS17513,202114013,TC5032,Arif Ramadhan,7,CV Inti Inovasi,Frontend Developer,Magang,Rejected,2023-10-19,Rejection Interview User
TS17514,20211349,TC5032,Surya Febriani,7,CV Inti Inovasi,Frontend Developer,Magang,Rejected,2023-10-22,Rejection Screening CV
TS17515,202120401,TC5032,Galih Nugroho,5,CV Inti Inovasi,Frontend Developer,Magang,Rejected,2024-01-10,Rejection Screening CV
TS17516,20222306,TC5033,Hana Oktaviani,4,PT Sejahtera Systems,Actuarial Analyst Intern,Full-time,Rejected,2024-01-28,Rejection Screening CV
TS17517,20203957,TC5033,Farel Ramadhani,9,PT Sejahtera Systems,Actuarial Analyst Intern,Full-time,Rejected,2023-12-29,Rejection Screening CV
TS17518,202217346,TC5033,Bella Pangestu,4,PT Sejahtera Systems,Actuarial Analyst Intern,Full-time,Rejected,2023-12-17,Rejection Study Case
TS17519,202122998,TC5033,Bunga Prasetya,7,PT Sejahtera Systems,Actuarial Analyst Intern,Full-time,Placement,2024-01-25,Placement
TS17520,202122258,TC5033,Gibran Fitriani,7,PT Sejahtera Systems,Actuarial Analyst Intern,Full-time,CDC Briefing Student,2023-12-22,On Progress
TS17521,202311996,TC5034,Umar Maulana,2,CV Bakti Bersama,IT Consultant Intern,Part-time,Finish,2024-01-29,On Progress
TS17522,202112266,TC5034,Dimas Cahyani,5,CV Bakti Bersama,IT Consultant Intern,Part-time,Interview User,2024-02-16,On Progress
TS17523,20210696,TC5035,Hanif Putra,7,PT Sinergi Konsultan,Business Process Analyst,Magang,Placement,2023-10-21,Placement
TS17524,202217084,TC5035,Zahra Fitriani,3,PT Sinergi Konsultan,Business Process Analyst,Magang,Ghosting,2023-11-24,Ghosting
TS17525,20219608,TC5035,Hesti Nugroho,6,PT Sinergi Konsultan,Business Process Analyst,Magang,FU 2,2023-10-13,On Progress
TS17526,202215486,TC5036,Anisa Suryadi,3,CV Mitra Perkasa,Product Manager Intern,Part-time,Rejected,2023-12-28,Rejection Interview User
TS17527,20219010,TC5036,Pandu Dewi,6,CV Mitra Perkasa,Product Manager Intern,Part-time,Final Interview,2023-12-19,On Progress
TS17528,20213587,TC5036,Qori Cahyani,5,CV Mitra Perkasa,Product Manager Intern,Part-time,Interview User,2023-12-23,On Progress
TS17529,202317872,TC5036,Farah Puspitasari,3,CV Mitra Perkasa,Product Manager Intern,Part-time,Placement,2023-12-19,Placement
TS17530,20224296,TC5037,Taufik Mahendra,3,PT Gemilang Bersama,Marketing Intern,Magang,FU 2,2023-10-21,On Progress
TS17531,20220864,TC5037,Bima Wardani,3,PT Gemilang Bersama,Marketing Intern,Magang,Placement,2023-11-16,Placement
TS17532,20227321,TC5037,Hendra Ramadhani,4,PT Gemilang Bersama,Marketing Intern,Magang,FU 3,2023-11-09,On Progress
TS17533,20201632,TC5037,Indah Anggara,8,PT Gemilang Bersama,Marketing Intern,Magang,FU 2,2023-10-15,On Progress
TS17534,202318274,TC5038,Dwi Prabowo,3,PT Kreasi Pratama,HR Intern,Part-time,Final Interview,2023-12-03,On Progress
TS17535,20219375,TC5038,Dimas Kurniawan,7,PT Kreasi Pratama,HR Intern,Part-time,Placement,2023-12-04,Placement
TS17536,202212003,TC5038,Elsa Nugroho,5,PT Kreasi Pratama,HR Intern,Part-time,Rejected,2023-11-14,Rejection Screening CV
TS17537,202214829,TC5039,Vina Rahmawati,5,PT Karya Media,Marketing Staff,Part-time,Placement,2023-10-16,Placement
TS17538,202010328,TC5039,Yuni Kurniawan,9,PT Karya Media,Marketing Staff,Part-time,Interview User,2023-09-19,On Progress
TS17539,20215565,TC5040,Oki Firdaus,6,PT Kreasi Sejahtera,Business Development Intern,Full-time,Rejected,2023-11-17,Rejection Study Case
TS17540,202019339,TC5040,Pandu Handayani,9,PT Kreasi Sejahtera,Business Development Intern,Full-time,Finish,2023-11-12,On Progress
TS17541,20211365,TC5040,Farah Prasetya,7,PT Kreasi Sejahtera,Business Development Intern,Full-time,Rejected,2023-11-29,Rejection Study Case
TS17542,20210285,TC5040,Qonita Syahputra,7,PT Kreasi Sejahtera,Business Development Intern,Full-time,Rejected,2024-01-14,Rejection Interview User
TS17543,202324557,TC5041,Yoga Sulistyo,3,CV Inovasi Pratama,Electrical Engineer Intern,Magang,Rejected,2023-11-14,Rejection Final Interview
TS17544,20236342,TC5041,Galih Mahendra,2,CV Inovasi Pratama,Electrical Engineer Intern,Magang,Final Interview,2023-10-26,On Progress
TS17545,202324489,TC5041,Hesti Cahyani,2,CV Inovasi Pratama,Electrical Engineer Intern,Magang,FU 1,2023-10-13,On Progress
TS17546,20222378,TC5041,Devi Nugroho,5,CV Inovasi Pratama,Electrical Engineer Intern,Magang,Placement,2023-10-25,Placement
TS17547,201924666,TC5042,Rangga Santoso,9,CV Nusa Pratama,Data Entry Operator,Magang,FU 2,2023-09-21,On Progress
TS17548,20221275,TC5042,Fajar Kurniawan,4,CV Nusa Pratama,Data Entry Operator,Magang,Interview User,2023-10-09,On Progress
TS17549,202319199,TC5042,Bima Pangestu,2,CV Nusa Pratama,Data Entry Operator,Magang,Placement,2023-11-18,Placement
TS17550,202320765,TC5043,Joko Febriani,3,PT Sinergi Makmur,Actuarial Analyst Intern,Full-time,Placement,2024-03-07,Placement
TS17551,202120880,TC5043,Isna Dewi,6,PT Sinergi Makmur,Actuarial Analyst Intern,Full-time,Interview User,2024-01-29,On Progress
TS17552,202124613,TC5044,Aditya Wibowo,7,PT Prima Data,Drafter,Magang,Placement,2024-02-08,Placement
TS17553,202323298,TC5044,Indah Puspitasari,2,PT Prima Data,Drafter,Magang,FU 2,2024-01-24,On Progress
TS17554,20234717,TC5044,Arif Mahendra,3,PT Prima Data,Drafter,Magang,Finish,2024-01-13,On Progress
TS17555,202214604,TC5044,Hendra Utami,3,PT Prima Data,Drafter,Magang,Ghosting,2024-01-25,Ghosting
TS17556,20227336,TC5044,Galuh Sari,5,PT Prima Data,Drafter,Magang,Finish,2024-02-28,On Progress
TS17557,20221878,TC5044,Eka Gunawan,3,PT Prima Data,Drafter,Magang,Placement,2024-01-26,Placement
TS17558,20223335,TC5045,Qori Dewi,3,CV Sinergi Logistik,IT Support,Magang,Interview User,2024-02-10,On Progress
TS17559,202110569,TC5045,Dewi Ningsih,5,CV Sinergi Logistik,IT Support,Magang,Rejected,2024-02-13,Rejection Final Interview
TS17560,20209326,TC5045,Aldi Permana,7,CV Sinergi Logistik,IT Support,Magang,Interview User,2024-01-20,On Progress
TS17561,20224489,TC5045,Ratna Firmansyah,5,CV Sinergi Logistik,IT Support,Magang,FU 3,2024-02-26,On Progress
TS17562,20231815,TC5046,Mega Wardani,2,PT Bina Solusi,Digital Marketing Intern,Full-time,Placement,2024-04-20,Placement
TS17563,202313467,TC5046,Qonita Febriani,3,PT Bina Solusi,Digital Marketing Intern,Full-time,Study Case,2024-02-25,On Progress
TS17564,20215903,TC5046,Indah Maulana,5,PT Bina Solusi,Digital Marketing Intern,Full-time,Interview User,2024-03-15,On Progress
TS17565,202312254,TC5046,Ulfa Ningsih,2,PT Bina Solusi,Digital Marketing Intern,Full-time,Ghosting,2024-04-09,Ghosting
TS17566,202120096,TC5047,Farah Setiawan,6,PT Bangkit Inovasi,Lab Technician Intern,Part-time,Finish,2024-01-08,Placement
TS17567,20202113,TC5047,Ilham Anggara,8,PT Bangkit Inovasi,Lab Technician Intern,Part-time,Final Interview,2024-01-27,On Progress
TS17568,20203159,TC5047,Naufal Ningsih,7,PT Bangkit Inovasi,Lab Technician Intern,Part-time,Rejected,2024-02-06,Rejection Screening CV
TS17569,202119544,TC5048,Gibran Utami,5,CV Mandiri Informatika,Research Intern,Magang,FU 2,2023-11-04,On Progress
TS17570,202314888,TC5049,Rizky Firmansyah,3,PT Solusi Informatika,Data Analyst,Magang,Placement,2023-10-21,Placement
TS17571,20222692,TC5049,Amelia Dewi,4,PT Solusi Informatika,Data Analyst,Magang,Finish,2023-10-12,On Progress
