id_status;NIM;email;nama;semester;program_studi;no_whatsapp;CV;portofolio;IPK;status;domisili;ketersediaan;tools;sync_date
SS13090;202313090;202313090@student.uns.ac.id;Eka Gunawan;3;Akuntansi;85613524461;Ada;Ada;3.61;Lulus;Yogyakarta;Tidak Aktif;SQL, Accurate, Zahir;01/02/2024
SS13091;202213091;202213091@student.uns.ac.id;Surya Firdaus;4;Sistem Informasi;85641756843;Ada;Ada;3.29;Active;Surabaya;Placed;PHP, Java;21/06/2024
SS13092;202313092;202313092@student.uns.ac.id;Budi Firdaus;3;Akuntansi;85316145276;Ada;Tidak Ada;3.62;Active;Karanganyar;Available;SQL, Power BI, SAP, Accurate;22/01/2024
SS13093;202113093;202113093@student.uns.ac.id;Yoga Hartono;7;Desain Komunikasi Visual;81271990398;Ada;Ada;3.84;Active;Surakarta;Placed;Adobe Illustrator, Blender, Figma;17/05/2023
SS13094;202013094;202013094@student.uns.ac.id;Nanda Santoso;7;Pendidikan Teknik Informatika;82218310048;Ada;Ada;2.81;Cuti;Boyolali;Tidak Aktif;Python, Moodle, Git, JavaScript;05/12/2023
SS13095;202313095;202313095@student.uns.ac.id;Galuh Santoso;2;Informatika;85752915858;Ada;Ada;3.4;Lulus;Karanganyar;Tidak Aktif;React, Node.js;18/06/2023
SS13096;202213096;202213096@student.uns.ac.id;Bima Wijaya;5;Statistika;85244047452;Ada;Tidak Ada;3.71;Active;Tangerang;Placed;MATLAB, SPSS, SAS, R;14/07/2023
SS13097;202013097;202013097@student.uns.ac.id;Kevin Mahendra;8;Teknik Mesin;81559382691;Ada;Ada;3.19;Inactive;Karanganyar;Tidak Aktif;MATLAB, SolidWorks, AutoCAD, CATIA, CNC Programming;16/10/2023
SS13098;202113098;202113098@student.uns.ac.id;Erlangga Permana;5;Pendidikan Teknik Informatika;83895149317;Ada;Ada;3.44;Active;Surakarta;Placed;Moodle, SQL, Python, Figma, Git;04/01/2025
SS13099;202113099;202113099@student.uns.ac.id;Tasya Firmansyah;6;Akuntansi;87889464383;Ada;Ada;3.26;Active;Bandung;Available;SAP, SQL;30/04/2024
SS13100;202113100;202113100@student.uns.ac.id;Irfan Syahputra;7;Psikologi;81327436394;Ada;Tidak Ada;3.62;Active;Malang;Available;Qualtrics, Jamovi, Excel, NVivo, SPSS;03/07/2024
SS13101;202213101;202213101@student.uns.ac.id;Luthfi Wibowo;4;Manajemen;81356442283;Ada;Ada;2.89;Active;Jakarta;Placed;SPSS, SQL, Power BI, Google Analytics, Excel;09/10/2023
SS13102;201913102;201913102@student.uns.ac.id;Maya Saputra;10;Akuntansi;83836305676;Ada;Tidak Ada;3.49;Lulus;Semarang;Tidak Aktif;Zahir, Jurnal.id;16/05/2023
SS13103;202313103;202313103@student.uns.ac.id;Riska Utami;2;Sistem Informasi;85732606107;Ada;Tidak Ada;3.15;Active;Yogyakarta;Available;Tableau, Power BI, Java;06/08/2023
SS13104;202213104;202213104@student.uns.ac.id;Ika Pangestu;3;Statistika;81389857828;Ada;Tidak Ada;3.4;Active;Malang;Placed;R, MATLAB, SPSS, Excel, Tableau;04/06/2023
SS13105;202313105;202313105@student.uns.ac.id;Hasna Sulistyo;2;Sistem Informasi;87770290179;Ada;Tidak Ada;3.4;Lulus;Surakarta;Tidak Aktif;SAP, BPMN;28/03/2023
SS13106;202113106;202113106@student.uns.ac.id;Satria Sari;5;Manajemen;81628011118;Ada;Ada;3.71;Active;Surakarta;Tidak Aktif;Excel, Google Analytics, Canva;30/04/2023
SS13107;202213107;202213107@student.uns.ac.id;Ayu Anggara;5;Ilmu Hukum;85357900338;Ada;Tidak Ada;3.12;Cuti;Boyolali;Tidak Aktif;LexisNexis, Westlaw;18/05/2023
SS13108;202313108;202313108@student.uns.ac.id;Guntur Handayani;2;Manajemen;87830216415;Ada;Tidak Ada;3.69;Cuti;Karanganyar;Tidak Aktif;SAP, SPSS, Google Analytics, Excel;21/11/2024
SS13109;202313109;202313109@student.uns.ac.id;Galuh Permana;3;Informatika;85271857928;Ada;Ada;3.95;Active;Surakarta;Tidak Aktif;Go, MongoDB, Node.js, Flutter, Java;21/02/2024
SS13110;202013110;202013110@student.uns.ac.id;Eka Gunawan;9;Desain Komunikasi Visual;87750319180;Ada;Ada;3.56;Active;Semarang;Placed;Adobe Photoshop, Figma, Adobe After Effects, InDesign, Canva;16/06/2023
SS13111;202113111;202113111@student.uns.ac.id;Budi Pratama;6;Informatika;85393787722;Ada;Tidak Ada;3.32;Active;Bandung;Placed;Docker, Node.js;16/03/2024
SS13112;201913112;201913112@student.uns.ac.id;Winda Cahyono;9;Manajemen;87890002471;Ada;Ada;3;Active;Yogyakarta;Available;SPSS, SAP;05/06/2024
SS13113;202013113;202013113@student.uns.ac.id;Wulan Sulistyo;9;Teknik Elektro;82102867007;Ada;Ada;2.9;Active;Bekasi;Available;Eagle PCB, LabVIEW, C/C++, Python, Verilog;23/02/2023
SS13114;202013114;202013114@student.uns.ac.id;Luthfi Ramadhani;7;Psikologi;81369714611;Ada;Ada;3.12;Active;Magelang;Available;Excel, Google Forms, Qualtrics;23/11/2023
SS13115;202213115;202213115@student.uns.ac.id;Julia Kusuma;3;Teknik Industri;81567028602;Ada;Ada;2.87;Active;Surakarta;Placed;Minitab, MATLAB;19/08/2024
SS13116;202013116;202013116@student.uns.ac.id;Rizky Dewi;9;Teknik Mesin;83809699773;Ada;Tidak Ada;3.33;Lulus;Surakarta;Tidak Aktif;CATIA, CNC Programming;03/07/2023
SS13117;202013117;202013117@student.uns.ac.id;Erlangga Syahputra;9;Pendidikan Teknik Informatika;85779978174;Ada;Ada;3.32;Active;Surakarta;Tidak Aktif;HTML/CSS, Python, Moodle;13/06/2024
SS13118;202213118;202213118@student.uns.ac.id;Devi Gunawan;5;Sistem Informasi;85201145713;Ada;Tidak Ada;2.86;Active;Boyolali;Placed;SQL, ERPNext, SAP, Python, Java;22/01/2024
SS13119;202313119;202313119@student.uns.ac.id;Bima Wulandari;2;Informatika;87761937284;Ada;Tidak Ada;3.23;Active;Malang;Placed;Flutter, Go, React, Laravel;27/02/2023
SS13120;202213120;202213120@student.uns.ac.id;Umar Sari;5;Statistika;85781052704;Ada;Tidak Ada;3.57;Active;Surabaya;Placed;SPSS, Excel, Power BI, R, Python;09/06/2024
SS13121;202013121;202013121@student.uns.ac.id;Prita Wulandari;9;Manajemen;85390662726;Ada;Tidak Ada;3.43;Active;Semarang;Available;SQL, Excel, Power BI;03/07/2024
SS13122;201913122;201913122@student.uns.ac.id;Pandu Budiman;10;Agroteknologi;85294532142;Ada;Ada;2.95;Lulus;Yogyakarta;Tidak Aktif;SPSS, ArcGIS, R;03/06/2023
SS13123;202313123;202313123@student.uns.ac.id;Prita Handoko;2;Desain Komunikasi Visual;87842440918;Ada;Ada;3.62;Active;Yogyakarta;Placed;Adobe Photoshop, Canva, Sketch, Adobe Illustrator, Adobe After Effects;23/09/2023
SS13124;202113124;202113124@student.uns.ac.id;Farhan Hakim;5;Desain Komunikasi Visual;85781158449;Ada;Ada;3.66;Cuti;Bogor;Tidak Aktif;Figma, Canva, Adobe After Effects, Adobe Photoshop, Sketch;03/01/2024
SS13125;202313125;202313125@student.uns.ac.id;Irfan Wijaya;2;Sistem Informasi;85788277700;Ada;Tidak Ada;3.73;Active;Surakarta;Placed;BPMN, Python, Java;18/03/2023
SS13126;202213126;202213126@student.uns.ac.id;Rafi Hartono;5;Desain Komunikasi Visual;81315103260;Ada;Tidak Ada;3.13;Active;Klaten;Available;Figma, InDesign, Adobe Illustrator;01/04/2024
SS13127;202313127;202313127@student.uns.ac.id;Dewi Febriani;3;Akuntansi;85891561978;Ada;Tidak Ada;3.78;Active;Depok;Placed;Jurnal.id, Accurate;03/12/2023
SS13128;202313128;202313128@student.uns.ac.id;Ahmad Firdaus;3;Manajemen;81302173468;Ada;Tidak Ada;3.03;Active;Bogor;Available;Excel, SQL, Google Analytics;13/05/2023
SS13129;202213129;202213129@student.uns.ac.id;Dafa Mahendra;5;Akuntansi;87855176633;Ada;Tidak Ada;3.22;Active;Karanganyar;Available;Excel, SQL, Jurnal.id, Power BI;17/01/2025
SS13130;201913130;201913130@student.uns.ac.id;Bima Wijaya;10;Sistem Informasi;81619274236;Ada;Ada;3.92;Lulus;Depok;Tidak Aktif;BPMN, PHP, SAP, Excel;25/12/2023
SS13131;202113131;202113131@student.uns.ac.id;Dimas Hakim;7;Manajemen;87860488154;Ada;Ada;2.81;Active;Bekasi;Placed;SPSS, Excel;11/09/2024
SS13132;202113132;202113132@student.uns.ac.id;Kevin Oktaviani;7;Akuntansi;87827089568;Ada;Tidak Ada;3.45;Active;Surakarta;Placed;MYOB, Excel, Accurate, SAP;16/06/2023
SS13133;202113133;202113133@student.uns.ac.id;Dinda Gunawan;5;Manajemen;81538290773;Ada;Ada;3.45;Inactive;Magelang;Tidak Aktif;SQL, Google Analytics, Excel, SPSS, Canva;12/10/2023
SS13134;202013134;202013134@student.uns.ac.id;Putri Ningsih;8;Sistem Informasi;82138627853;Ada;Tidak Ada;3.45;Active;Karanganyar;Available;Tableau, ERPNext, SAP;16/02/2023
SS13135;202213135;202213135@student.uns.ac.id;Anisa Oktaviani;4;Sastra Inggris;82221659903;Ada;Tidak Ada;3.08;Active;Malang;Available;SDL Trados, WordPress, Grammarly, CAT Tools, Microsoft Office;17/02/2024
SS13136;202113136;202113136@student.uns.ac.id;Fajar Utami;5;Teknik Elektro;87790811139;Ada;Ada;2.9;Active;Magelang;Available;Verilog, Python, Eagle PCB;13/11/2023
SS13137;202113137;202113137@student.uns.ac.id;Dewi Wibowo;7;Farmasi;82283096290;Ada;Ada;3.17;Cuti;Semarang;Tidak Aktif;ChemDraw, Python, SPSS, R;29/09/2024
SS13138;202113138;202113138@student.uns.ac.id;Julia Setiawan;5;Manajemen;83852855494;Ada;Tidak Ada;3.69;Inactive;Surakarta;Tidak Aktif;Excel, SQL;17/09/2024
SS13139;202113139;202113139@student.uns.ac.id;Laila Sulistyo;6;Teknik Industri;85601714649;Ada;Ada;3.39;Active;Surakarta;Placed;AutoCAD, Python, Minitab;22/04/2023
SS13140;201913140;201913140@student.uns.ac.id;Winda Mahendra;10;Statistika;85348811003;Ada;Ada;3.03;Active;Surabaya;Placed;Python, SPSS, Tableau, SQL;18/03/2023
SS13141;202313141;202313141@student.uns.ac.id;Fajar Febriani;3;Akuntansi;81357999651;Ada;Ada;3.37;Active;Surakarta;Tidak Aktif;Excel, SAP;06/08/2024
SS13142;202113142;202113142@student.uns.ac.id;Fani Ramadhani;7;Manajemen;87839459142;Ada;Ada;3.37;Inactive;Surakarta;Tidak Aktif;Excel, SAP, SQL, Canva, Power BI;22/07/2023
SS13143;202113143;202113143@student.uns.ac.id;Hendra Anggraeni;7;Teknik Mesin;83800186898;Tidak Ada;Ada;3.28;Active;Karanganyar;Available;AutoCAD, CATIA, SolidWorks, ANSYS, CNC Programming;08/09/2024
SS13144;202113144;202113144@student.uns.ac.id;Arif Rahmawati;6;Manajemen;82127007368;Ada;Tidak Ada;3.18;Active;Surakarta;Placed;Excel, SQL, Google Analytics, Canva, SPSS;08/04/2023
SS13145;202313145;202313145@student.uns.ac.id;Oki Wulandari;2;Informatika;81526608841;Ada;Tidak Ada;3.42;Active;Boyolali;Placed;Node.js, Flutter, Python, JavaScript, Go;04/02/2024
SS13146;202013146;202013146@student.uns.ac.id;Qori Putra;7;Ilmu Komunikasi;81624069181;Ada;Ada;3.24;Active;Yogyakarta;Placed;WordPress, Hootsuite;28/12/2024
SS13147;202213147;202213147@student.uns.ac.id;Sinta Hartono;3;Pendidikan Teknik Informatika;87885798657;Ada;Tidak Ada;3.5;Lulus;Surakarta;Tidak Aktif;HTML/CSS, Git, SQL, JavaScript;22/07/2024
SS13148;202313148;202313148@student.uns.ac.id;Lukman Wardani;2;Teknik Mesin;82289172182;Ada;Ada;3.24;Inactive;Surakarta;Tidak Aktif;SolidWorks, CNC Programming, CATIA, AutoCAD;13/09/2024
SS13149;202213149;202213149@student.uns.ac.id;Gita Santoso;4;Informatika;83821944918;Ada;Tidak Ada;3.34;Active;Klaten;Placed;Go, Docker;06/10/2023
SS13150;202113150;202113150@student.uns.ac.id;Rafi Wibowo;6;Desain Komunikasi Visual;83837367633;Ada;Tidak Ada;2.63;Active;Klaten;Available;Adobe After Effects, Adobe Illustrator, Sketch;29/03/2023
SS13151;202013151;202013151@student.uns.ac.id;Dani Putra;7;Sistem Informasi;85609851309;Ada;Ada;3.37;Active;Surakarta;Placed;Tableau, ERPNext, Java, Excel, Power BI;17/03/2024
SS13152;202013152;202013152@student.uns.ac.id;Maya Ramadhan;8;Akuntansi;85623772536;Ada;Tidak Ada;3.41;Active;Magelang;Available;SAP, Power BI, Zahir;26/06/2024
SS13153;202113153;202113153@student.uns.ac.id;Farah Kusuma;6;Pendidikan Teknik Informatika;81591739652;Ada;Ada;3.5;Active;Jakarta;Placed;Figma, JavaScript, Git, Scratch;07/12/2024
SS13154;202313154;202313154@student.uns.ac.id;Maya Safitri;2;Pendidikan Teknik Informatika;87787270633;Ada;Ada;3.33;Active;Klaten;Placed;HTML/CSS, Git, Python, SQL;07/10/2024
SS13155;202213155;202213155@student.uns.ac.id;Yuni Budiman;4;Desain Komunikasi Visual;83804101822;Ada;Tidak Ada;3.18;Active;Surakarta;Placed;Adobe Photoshop, Sketch, Adobe Illustrator, Blender;02/01/2024
SS13156;202113156;202113156@student.uns.ac.id;Gibran Cahyono;5;Desain Komunikasi Visual;85854835216;Ada;Ada;3.36;Active;Boyolali;Tidak Aktif;Adobe Illustrator, Blender;04/07/2024
SS13157;202313157;202313157@student.uns.ac.id;Sari Hidayat;3;Ilmu Komunikasi;83864502663;Ada;Ada;3.46;Inactive;Surabaya;Tidak Aktif;Figma, CapCut, Google Analytics, Adobe Premiere, Hootsuite;13/09/2024
SS13158;202113158;202113158@student.uns.ac.id;Hafiz Ramadhani;5;Desain Komunikasi Visual;85719643906;Ada;Tidak Ada;2.91;Active;Surakarta;Available;Blender, Adobe After Effects, InDesign, Figma, Adobe Illustrator;06/06/2023
SS13159;202213159;202213159@student.uns.ac.id;Eka Ramadhani;5;Ekonomi Pembangunan;85248683306;Ada;Tidak Ada;2.96;Active;Tangerang;Placed;EViews, Python, Excel, R, SPSS;05/10/2023
SS13160;202113160;202113160@student.uns.ac.id;Bima Adriansyah;6;Teknik Sipil;87893975841;Ada;Ada;3.33;Active;Surakarta;Available;ETABS, Revit, MS Project, SAP2000, AutoCAD;13/02/2023
SS13161;202213161;202213161@student.uns.ac.id;Lutfia Pangestu;3;Statistika;81388623768;Ada;Ada;3.33;Active;Karanganyar;Available;SAS, R;14/12/2024
SS13162;202113162;202113162@student.uns.ac.id;Gibran Syahputra;7;Teknik Elektro;85361918927;Ada;Tidak Ada;4;Active;Surakarta;Placed;Proteus, Eagle PCB, Arduino, Python, Verilog;11/10/2023
SS13163;202213163;202213163@student.uns.ac.id;Lestari Nugroho;5;Sistem Informasi;85711118316;Ada;Ada;3.32;Active;Surakarta;Placed;Java, BPMN;14/02/2024
SS13164;202113164;202113164@student.uns.ac.id;Rendy Rahmawati;5;Psikologi;81334291317;Ada;Ada;4;Active;Semarang;Tidak Aktif;SPSS, Jamovi, Excel;19/06/2024
SS13165;202113165;202113165@student.uns.ac.id;Bagus Hidayat;5;Manajemen;82147994409;Ada;Tidak Ada;3.32;Lulus;Boyolali;Tidak Aktif;SPSS, SQL, Canva, Excel;06/05/2023
SS13166;202013166;202013166@student.uns.ac.id;Lukman Permana;9;Agroteknologi;81289207558;Ada;Ada;3.35;Lulus;Jakarta;Tidak Aktif;QGIS, ArcGIS, SPSS, Drone Mapping;20/02/2023
SS13167;202113167;202113167@student.uns.ac.id;Budi Hidayat;7;Statistika;83884272268;Ada;Ada;2.98;Lulus;Klaten;Tidak Aktif;SPSS, MATLAB, SAS, Excel, Power BI;30/03/2023
SS13168;202013168;202013168@student.uns.ac.id;Putri Oktaviani;7;Teknik Sipil;83820972404;Ada;Ada;3.76;Active;Bandung;Available;Revit, SketchUp, ETABS, SAP2000;10/02/2024
SS13169;202013169;202013169@student.uns.ac.id;Naufal Sari;9;Informatika;85892271677;Ada;Tidak Ada;2.99;Active;Bogor;Placed;JavaScript, Go, Flutter;10/08/2024
SS13170;202313170;202313170@student.uns.ac.id;Tasya Firdaus;3;Akuntansi;85609167214;Ada;Tidak Ada;3.19;Inactive;Surakarta;Tidak Aktif;Jurnal.id, Excel, Accurate, SAP;15/12/2024
SS13171;202213171;202213171@student.uns.ac.id;Maulana Prasetya;3;Pendidikan Teknik Informatika;81233626754;Ada;Ada;3.44;Active;Magelang;Placed;Scratch, HTML/CSS, JavaScript, SQL;13/02/2023
SS13172;202213172;202213172@student.uns.ac.id;Bayu Dewi;4;Pendidikan Teknik Informatika;82247584486;Ada;Ada;3.28;Lulus;Semarang;Tidak Aktif;Moodle, Figma;11/10/2023
SS13173;202213173;202213173@student.uns.ac.id;Rizky Mahendra;5;Ekonomi Pembangunan;82182880131;Ada;Ada;3.89;Active;Depok;Placed;Python, R, SPSS, Excel;20/02/2024
SS13174;202313174;202313174@student.uns.ac.id;Ulfa Pangestu;2;Pendidikan Teknik Informatika;81684875641;Ada;Ada;3.73;Active;Bogor;Available;Moodle, SQL, Git, Figma, HTML/CSS;18/11/2023
SS13175;202113175;202113175@student.uns.ac.id;Farah Kurniawan;5;Informatika;85220296597;Ada;Ada;2.76;Active;Klaten;Placed;Node.js, Flutter, MongoDB, Python;15/03/2024
SS13176;202113176;202113176@student.uns.ac.id;Qonita Puspitasari;5;Desain Komunikasi Visual;87805647027;Ada;Tidak Ada;3.35;Inactive;Magelang;Tidak Aktif;Blender, Canva;07/04/2023
SS13177;202313177;202313177@student.uns.ac.id;Eka Santoso;2;Akuntansi;81588295742;Ada;Tidak Ada;2.18;Active;Karanganyar;Tidak Aktif;Zahir, Accurate, Excel;03/11/2024
SS13178;202313178;202313178@student.uns.ac.id;Ulfa Anggraeni;2;Sistem Informasi;81536631106;Ada;Tidak Ada;3.1;Active;Semarang;Placed;SAP, Excel, Java, Power BI, BPMN;09/02/2023
SS13179;202113179;202113179@student.uns.ac.id;Budi Firmansyah;7;Manajemen;83844651564;Ada;Ada;3.34;Active;Jakarta;Placed;Excel, Power BI, SPSS;29/09/2023
SS13180;202113180;202113180@student.uns.ac.id;Rangga Maulana;6;Akuntansi;85262399399;Ada;Ada;3.38;Active;Bandung;Available;Excel, Accurate, Power BI;24/07/2024
SS13181;202313181;202313181@student.uns.ac.id;Vina Wardani;2;Psikologi;85752786628;Ada;Tidak Ada;3.97;Active;Surakarta;Available;NVivo, Google Forms, Qualtrics, SPSS;05/10/2024
SS13182;202113182;202113182@student.uns.ac.id;Naufal Hidayat;7;Akuntansi;81663063481;Ada;Ada;4;Active;Depok;Tidak Aktif;MYOB, SQL;18/04/2024
SS13183;202213183;202213183@student.uns.ac.id;Naufal Ramadhan;3;Ilmu Hukum;85801620989;Ada;Tidak Ada;3.31;Inactive;Yogyakarta;Tidak Aktif;Mendeley, JDIH, Microsoft Office, Westlaw;17/07/2024
SS13184;202013184;202013184@student.uns.ac.id;Mega Adriansyah;9;Ilmu Komunikasi;82103405142;Ada;Ada;3.03;Inactive;Yogyakarta;Tidak Aktif;Canva, WordPress, Figma, CapCut;19/03/2023
SS13185;202113185;202113185@student.uns.ac.id;Tiara Rahmawati;7;Psikologi;85602814313;Tidak Ada;Tidak Ada;3.21;Cuti;Karanganyar;Tidak Aktif;Qualtrics, SPSS, NVivo, Excel, Google Forms;17/01/2025
SS13186;202313186;202313186@student.uns.ac.id;Anisa Prabowo;3;Akuntansi;87708621996;Ada;Tidak Ada;3.01;Active;Yogyakarta;Placed;SAP, Zahir, MYOB;23/10/2023
SS13187;202213187;202213187@student.uns.ac.id;Nisa Firdaus;5;Teknik Mesin;83805711870;Ada;Tidak Ada;3.95;Cuti;Bogor;Tidak Aktif;MATLAB, SolidWorks, CNC Programming;15/04/2023
SS13188;202013188;202013188@student.uns.ac.id;Rendy Oktaviani;7;Statistika;85853581846;Ada;Ada;2.65;Active;Surakarta;Available;Tableau, Power BI, SAS, SPSS;31/12/2024
SS13189;202013189;202013189@student.uns.ac.id;Pandu Budiman;9;Ilmu Komunikasi;85892144759;Ada;Ada;3.7;Cuti;Surakarta;Tidak Aktif;Adobe Premiere, Figma;26/10/2023
SS13190;202013190;202013190@student.uns.ac.id;Dewi Rahmawati;8;Sistem Informasi;81371632100;Ada;Ada;2.95;Active;Yogyakarta;Placed;Tableau, SQL;05/05/2023
SS13191;202113191;202113191@student.uns.ac.id;Qonita Saputra;6;Ilmu Hukum;82218777966;Ada;Ada;3.34;Active;Surabaya;Available;Mendeley, Westlaw, JDIH;14/03/2023
SS13192;202213192;202213192@student.uns.ac.id;Vino Suryadi;4;Statistika;85360012641;Ada;Tidak Ada;3.33;Active;Bogor;Placed;Excel, R, Power BI, SPSS, Python;17/08/2024
SS13193;202313193;202313193@student.uns.ac.id;Nanda Santoso;2;Ilmu Komunikasi;87727494926;Ada;Ada;3.26;Active;Bogor;Tidak Aktif;Adobe Premiere, CapCut, Google Analytics, WordPress, Figma;03/09/2023
SS13194;202213194;202213194@student.uns.ac.id;Galih Lestari;5;Sistem Informasi;87805197489;Ada;Ada;3.27;Active;Klaten;Placed;PHP, SQL, Python;14/07/2023
SS13195;202113195;202113195@student.uns.ac.id;Cahyo Rahmawati;7;Manajemen;81395571418;Ada;Ada;3.33;Cuti;Boyolali;Tidak Aktif;Google Analytics, SQL, Canva, Power BI, SPSS;01/09/2023
SS13196;202013196;202013196@student.uns.ac.id;Devi Setiawan;9;Manajemen;85888357369;Tidak Ada;Ada;3.12;Active;Karanganyar;Tidak Aktif;Google Analytics, Power BI, SAP, Canva;22/03/2024
SS13197;202313197;202313197@student.uns.ac.id;Riska Anggara;2;Sistem Informasi;85808455158;Ada;Ada;3.14;Active;Surabaya;Placed;SQL, ERPNext, Excel, Tableau, Power BI;26/07/2024
SS13198;202013198;202013198@student.uns.ac.id;Zaki Nugraha;9;Teknik Elektro;87860727377;Ada;Tidak Ada;2.42;Active;Jakarta;Available;Python, MATLAB, C/C++, Arduino, LabVIEW;09/10/2023
SS13199;201913199;201913199@student.uns.ac.id;Dian Ramadhani;11;Pendidikan Teknik Informatika;82287604949;Ada;Ada;3.29;Active;Surakarta;Available;Scratch, Moodle;14/05/2023
SS13200;202213200;202213200@student.uns.ac.id;Lina Handoko;3;Desain Komunikasi Visual;87824869762;Tidak Ada;Ada;3.33;Active;Semarang;Tidak Aktif;Adobe Illustrator, Blender, Adobe After Effects, Canva, InDesign;20/02/2023
SS13201;202213201;202213201@student.uns.ac.id;Fani Sulistyo;5;Manajemen;83835388142;Ada;Ada;3.54;Active;Semarang;Placed;Power BI, SPSS, Excel, Canva, SAP;25/08/2024
SS13202;202213202;202213202@student.uns.ac.id;Dinda Kurniawan;4;Informatika;85239848579;Ada;Ada;3.42;Active;Bandung;Available;SQL, Java;09/04/2023
SS13203;202113203;202113203@student.uns.ac.id;Irfan Safitri;7;Informatika;83822308736;Ada;Ada;3.83;Active;Depok;Tidak Aktif;Laravel, React, C++, JavaScript, Git;14/05/2024
SS13204;202313204;202313204@student.uns.ac.id;Satria Hakim;3;Desain Komunikasi Visual;85721514105;Ada;Ada;3.26;Active;Surakarta;Placed;Blender, Adobe After Effects, Figma, InDesign, Adobe Photoshop;22/12/2023
SS13205;202113205;202113205@student.uns.ac.id;Hesti Budiman;6;Psikologi;87756473256;Ada;Ada;3.16;Inactive;Yogyakarta;Tidak Aktif;Qualtrics, Excel, Jamovi, SPSS;17/07/2023
SS13206;202213206;202213206@student.uns.ac.id;Bunga Safitri;3;Desain Komunikasi Visual;81207120127;Ada;Tidak Ada;3.24;Active;Surakarta;Available;Adobe Illustrator, Adobe Photoshop, Blender, Adobe After Effects, Sketch;14/10/2023
SS13207;202213207;202213207@student.uns.ac.id;Zahra Firdaus;5;Teknik Sipil;85626194570;Ada;Ada;3.38;Active;Jakarta;Available;SAP2000, AutoCAD, Revit, MS Project;04/03/2023
SS13208;202213208;202213208@student.uns.ac.id;Tiara Sari;5;Ekonomi Pembangunan;83853444547;Ada;Tidak Ada;3.61;Inactive;Surakarta;Tidak Aktif;Stata, Python, SPSS;08/07/2024
SS13209;202313209;202313209@student.uns.ac.id;Anggi Dewi;2;Teknik Industri;85352911636;Ada;Ada;3.45;Active;Semarang;Placed;Python, Excel, AutoCAD;04/06/2024
SS13210;202013210;202013210@student.uns.ac.id;Ilham Firmansyah;8;Ekonomi Pembangunan;87817080710;Ada;Tidak Ada;3.34;Active;Surakarta;Available;Python, Tableau;10/05/2024
SS13211;202213211;202213211@student.uns.ac.id;Krisna Mahendra;5;Teknik Elektro;85233642716;Ada;Tidak Ada;2.77;Active;Bekasi;Available;Proteus, Eagle PCB, Arduino;09/04/2023
SS13212;201913212;201913212@student.uns.ac.id;Aditya Safitri;11;Teknik Mesin;81623821764;Tidak Ada;Ada;3.17;Cuti;Surakarta;Tidak Aktif;ANSYS, SolidWorks, CATIA, CNC Programming, MATLAB;04/07/2023
SS13213;202213213;202213213@student.uns.ac.id;Dani Utami;4;Informatika;82192931984;Ada;Ada;3.22;Active;Surakarta;Placed;Java, Git, Python, Laravel, Node.js;09/07/2023
SS13214;202113214;202113214@student.uns.ac.id;Sari Ramadhan;6;Informatika;87821832085;Tidak Ada;Ada;3.31;Active;Bandung;Available;Git, Go, Python, C++, SQL;06/04/2023
SS13215;202113215;202113215@student.uns.ac.id;Tiara Maulana;6;Farmasi;81611938415;Ada;Ada;3.52;Active;Surakarta;Available;Mendeley, ChemDraw;04/07/2024
SS13216;202213216;202213216@student.uns.ac.id;Umar Nugroho;3;Teknik Industri;85360542059;Tidak Ada;Tidak Ada;3.08;Active;Klaten;Tidak Aktif;Arena Simulation, Minitab;01/12/2024
SS13217;202213217;202213217@student.uns.ac.id;Nadya Hidayat;3;Psikologi;85682908762;Tidak Ada;Ada;2.99;Cuti;Surakarta;Tidak Aktif;NVivo, Jamovi, Google Forms, Qualtrics, SPSS;25/12/2023
SS13218;202013218;202013218@student.uns.ac.id;Gibran Wulandari;8;Teknik Elektro;81201255064;Ada;Ada;3.33;Active;Bandung;Tidak Aktif;Python, Arduino, Proteus;21/11/2024
SS13219;202013219;202013219@student.uns.ac.id;Guntur Cahyani;8;Farmasi;85646005541;Ada;Ada;3.54;Active;Tangerang;Tidak Aktif;Python, Microsoft Office, ChemDraw;28/09/2024
SS13220;202313220;202313220@student.uns.ac.id;Candra Syahputra;2;Informatika;85665562650;Ada;Ada;3.59;Active;Boyolali;Placed;MongoDB, SQL;16/09/2024
SS13221;202113221;202113221@student.uns.ac.id;Ilham Adriansyah;5;Teknik Sipil;81652676175;Ada;Ada;3.04;Active;Semarang;Placed;SAP2000, AutoCAD;26/05/2023
SS13222;202313222;202313222@student.uns.ac.id;Prita Syahputra;3;Teknik Mesin;82280858575;Ada;Tidak Ada;3.24;Active;Tangerang;Placed;AutoCAD, CATIA, ANSYS, SolidWorks;06/06/2023
SS13223;202113223;202113223@student.uns.ac.id;Gilang Putra;5;Teknik Industri;85769590095;Ada;Ada;3.22;Active;Bandung;Tidak Aktif;AutoCAD, Minitab, SAP, MATLAB, SolidWorks;10/04/2024
SS13224;202113224;202113224@student.uns.ac.id;Mega Oktaviani;7;Ilmu Komunikasi;85806401448;Ada;Tidak Ada;3.5;Active;Karanganyar;Placed;Adobe Premiere, Figma, Canva, WordPress, CapCut;03/01/2025
SS13225;202313225;202313225@student.uns.ac.id;Indah Rahmawati;3;Statistika;85864818985;Ada;Tidak Ada;3.21;Active;Depok;Placed;Tableau, SPSS, Excel;07/05/2024
